Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Profit
NCP42,8.51,Low Fat,0.016176344,Household,192.1,OUT018,2009,Medium,Tier 2,Supermarket Type2,1937.478,14.4
FDK38,6.65,Low Fat,0.089196394,Canned,147.1,OUT010,1998,,,Grocery Store,296.9468,12.8
NCC43,7.39,Low Fat,0.092782895,Household,252.6,OUT046,1997,Small,Tier1,Supermarket Type1,2259.0594,13.5
FDH57,10.895,Low Fat,0.0358031,Fruits and Vegetables,130.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,2504.7396,13.5
FDQ25,8.63,Regular,0.028271345,Canned,170.5,OUT035,2004,Small,Tier1,Supermarket Type1,2069.3064,11.7
FDA11,7.75,Low Fat,0.043238822,Baking Goods,92.5,OUT046,1997,Small,Tier1,Supermarket Type1,1701.7848,11.3
FDG31,12.15,Low Fat,0.037955309,Meat,62.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,710.4086,14
FDW28,18.25,Low Fat,0.089186083,Frozen Foods,194.3,OUT018,2009,Medium,Tier 2,Supermarket Type2,4502.1396,14.1
FDV14,19.85,Low Fat,0.044566659,Dairy,88.6,OUT049,1999,Medium,Tier 2,Supermarket Type1,703.0848,14.4
FDB60,9.3,Low Fat,0.028638276,Baking Goods,195.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,2138.5496,14.7
FDU43,,Regular,0.057762301,Fruits and Vegetables,237.4,OUT027,1985,Medium,Tier 2,Supermarket Type3,2145.2076,14
DRH11,5.98,LF,0.075711199,Hard Drinks,55.7,OUT045,2002,,,Supermarket Type1,331.5684,14.1
FDC48,,Low Fat,0.027767577,Baking Goods,82.2,OUT019,1985,Small,Tier1,Grocery Store,412.796,14
DRK39,7.02,Low Fat,0.049865399,Dairy,82.9,OUT046,1997,Small,Tier1,Supermarket Type1,1165.15,13.5
FDB20,7.72,Low Fat,0.052061483,Fruits and Vegetables,76.8,OUT049,1999,Medium,Tier 2,Supermarket Type1,1324.2762,14.7
FDE51,5.925,Regular,0.096387053,Dairy,45.6,OUT013,1987,High,Tier 3,Supermarket Type1,356.8688,14.7
FDX36,9.695,Regular,0.128176489,Baking Goods,224.8,OUT013,1987,High,Tier 3,Supermarket Type1,3600.6464,12.4
NCT29,12.6,Low Fat,0.064110725,Health and Hygiene,122.3,OUT046,1997,Small,Tier1,Supermarket Type1,243.6828,13.8
FDU45,15.6,Regular,0.035561344,Snack Foods,112.2,OUT049,1999,Medium,Tier 2,Supermarket Type1,1821.6288,8
FDF56,16.7,Regular,0.119647957,Fruits and Vegetables,181,OUT049,1999,Medium,Tier 2,Supermarket Type1,4165.2448,14.6
FDW07,18,Regular,0.238831875,Fruits and Vegetables,88.3,OUT010,1998,,,Grocery Store,88.5514,12
FDR52,,Regular,0.075676339,Frozen Foods,190.5,OUT027,1985,Medium,Tier 2,Supermarket Type3,8789.8916,14.3
FDB45,20.85,LF,0.021416681,Fruits and Vegetables,104.6,OUT018,2009,Medium,Tier 2,Supermarket Type2,1149.8366,13.5
NCT42,,Low Fat,0.024766802,Household,151,OUT027,1985,Medium,Tier 2,Supermarket Type3,3281.0624,14.5
FDP52,18.7,reg,0.070691729,Frozen Foods,230.2,OUT046,1997,Small,Tier1,Supermarket Type1,5742.525,13
FDI50,0,Regular,0.030693309,Canned,228,OUT027,1985,Medium,Tier 2,Supermarket Type3,10306.584,4.7
FDU48,18.85,Low Fat,0.055671582,Baking Goods,133.3,OUT017,2007,,,Supermarket Type1,263.6568,12.7
FDS43,11.65,Low Fat,0.040507228,Fruits and Vegetables,186.9,OUT035,2004,Small,Tier1,Supermarket Type1,2237.088,12.3
NCM41,16.5,Low Fat,0.035626319,Health and Hygiene,93.1,OUT013,1987,High,Tier 3,Supermarket Type1,932.12,8.9
FDP37,15.6,Low Fat,0.143688905,Breakfast,128.2,OUT018,2009,Medium,Tier 2,Supermarket Type2,2184.4898,14.2
FDJ44,12.3,Regular,0.106542886,Fruits and Vegetables,173.2,OUT045,2002,,,Supermarket Type1,3139.9128,14.1
FDY38,0,Regular,0.208662546,Dairy,231.8,OUT019,1985,Small,Tier1,Grocery Store,466.06,13.6
FDC20,10.65,Low Fat,0.024107056,Fruits and Vegetables,56.6,OUT017,2007,,,Supermarket Type1,447.4176,11.4
FDF02,16.2,Low Fat,0.104058452,Canned,102.5,OUT017,2007,,,Supermarket Type1,2063.98,14.2
FDX38,10.5,Regular,0.048403392,Dairy,48.2,OUT018,2009,Medium,Tier 2,Supermarket Type2,527.3136,13.8
FDN50,0,Regular,0.026391403,Canned,92.8,OUT027,1985,Medium,Tier 2,Supermarket Type3,2609.936,14.2
FDA07,7.55,Regular,0.031007381,Fruits and Vegetables,123.4,OUT045,2002,,,Supermarket Type1,2082.6224,12.9
FDT49,0,Low Fat,0.150672399,Canned,104.7,OUT027,1985,Medium,Tier 2,Supermarket Type3,2450.144,13.1
FDA09,13.35,Regular,0.149598628,Snack Foods,179.5,OUT049,1999,Medium,Tier 2,Supermarket Type1,3775.086,13.6
FDV43,16,Low Fat,0.077290355,Fruits and Vegetables,44.5,OUT017,2007,,,Supermarket Type1,713.7376,13.6
FDK58,0,Regular,0.078758649,Snack Foods,103,OUT019,1985,Small,Tier1,Grocery Store,202.4032,13.4
FDL22,16.85,Low Fat,0.036359891,Snack Foods,90.7,OUT013,1987,High,Tier 3,Supermarket Type1,2263.72,13.9
FDP56,8.185,Low Fat,0.046747071,Fruits and Vegetables,50,OUT017,2007,,,Supermarket Type1,837.5764,1.9
DRL47,19.7,Low Fat,0,Hard Drinks,125.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,1635.8706,13.8
NCT17,10.8,Low Fat,0.041865848,Health and Hygiene,189.7,OUT046,1997,Small,Tier1,Supermarket Type1,5841.0634,14.6
FDR12,12.6,Regular,0.031713126,Baking Goods,172.6,OUT017,2007,,,Supermarket Type1,1030.6584,12.9
FDD39,16.7,Low Fat,0.07044068,Dairy,216.9,OUT018,2009,Medium,Tier 2,Supermarket Type2,6275.165,14.5
FDG04,13.1,Low Fat,0.006087409,Frozen Foods,185.1,OUT018,2009,Medium,Tier 2,Supermarket Type2,1870.898,14.3
FDV19,14.85,Regular,0.035456465,Fruits and Vegetables,162.3,OUT017,2007,,,Supermarket Type1,3690.5294,13.4
FDS55,0,Low Fat,0.142107998,Fruits and Vegetables,150.4,OUT019,1985,Small,Tier1,Grocery Store,296.9468,14.5
FDM50,13,Regular,0.030064132,Canned,58,OUT013,1987,High,Tier 3,Supermarket Type1,898.83,10.8
DRF13,12.1,Low Fat,0.029781363,Soft Drinks,146.9,OUT046,1997,Small,Tier1,Supermarket Type1,1596.5884,10.5
FDJ48,11.3,Low Fat,0.056387854,Baking Goods,245.4,OUT013,1987,High,Tier 3,Supermarket Type1,6669.3186,14.6
FDM20,10,Low Fat,0.038653608,Fruits and Vegetables,245.4,OUT013,1987,High,Tier 3,Supermarket Type1,7105.4176,14.3
FDP24,20.6,Low Fat,0.083172413,Baking Goods,121.1,OUT045,2002,,,Supermarket Type1,1696.4584,14
FDC16,11.5,Regular,0.020565921,Dairy,86.1,OUT035,2004,Small,Tier1,Supermarket Type1,1384.864,13.7
NCB42,11.8,LF,0.008609602,Health and Hygiene,114.8,OUT017,2007,,,Supermarket Type1,1390.1904,13.7
FDN01,8.895,Low Fat,0.121180705,Breakfast,177,OUT010,1998,,,Grocery Store,176.437,14
FDT34,9.3,Low Fat,0.174703862,Snack Foods,104.1,OUT045,2002,,,Supermarket Type1,1788.3388,13.9
FDA52,0,Regular,0.127800388,Frozen Foods,177,OUT027,1985,Medium,Tier 2,Supermarket Type3,4587.362,13.9
NCC18,19.1,Low Fat,0.296713665,Household,171.8,OUT010,1998,,,Grocery Store,1034.6532,14
NCR41,17.85,Low Fat,0.018125948,Health and Hygiene,94.9,OUT017,2007,,,Supermarket Type1,761.6752,8.6
FDX23,6.445,Low Fat,0.029859711,Baking Goods,94.1,OUT017,2007,,,Supermarket Type1,1418.154,10.6
FDP39,12.65,Low Fat,0.116203156,Meat,53.5,OUT010,1998,,,Grocery Store,415.4592,13.3
NCH07,13.15,Low Fat,0.09264951,Household,157.9,OUT035,2004,Small,Tier1,Supermarket Type1,3803.0496,13.7
FDW47,0,Low Fat,0.081197035,Breads,121.7,OUT019,1985,Small,Tier1,Grocery Store,365.5242,14.7
DRD13,15,Low Fat,0.049070183,Soft Drinks,61.9,OUT035,2004,Small,Tier1,Supermarket Type1,767.0016,13.4
FDR48,11.65,Low Fat,0.131394793,Baking Goods,151.9,OUT013,1987,High,Tier 3,Supermarket Type1,1669.8264,11.3
FDE17,20.1,Regular,0,Frozen Foods,152.2,OUT010,1998,,,Grocery Store,151.1366,13.9
FDP60,17.35,Low Fat,0,Baking Goods,102.9,OUT046,1997,Small,Tier1,Supermarket Type1,1922.8304,12.9
FDD57,18.1,Low Fat,0.022526293,Fruits and Vegetables,95,OUT017,2007,,,Supermarket Type1,1713.7692,13.9
FDW13,8.5,low fat,0.163838951,Canned,51.3,OUT010,1998,,,Grocery Store,311.5944,13.8
FDN24,14.1,Low Fat,0.11349714,Baking Goods,56.2,OUT045,2002,,,Supermarket Type1,1364.89,13.8
FDJ34,11.8,Regular,0.094185483,Snack Foods,126.3,OUT017,2007,,,Supermarket Type1,2002.7264,13.9
FDD46,6.035,low fat,0.14113846,Snack Foods,155.1,OUT013,1987,High,Tier 3,Supermarket Type1,3691.1952,11.2
FDF46,0,Low Fat,0.164006137,Snack Foods,113.3,OUT019,1985,Small,Tier1,Grocery Store,575.917,14.6
NCE43,12.5,Low Fat,0.17314115,Household,168.4,OUT010,1998,,,Grocery Store,170.4448,14.6
FDN27,20.85,Low Fat,0.039555016,Meat,116.9,OUT035,2004,Small,Tier1,Supermarket Type1,820.2656,13.2
FDW52,14,Regular,0.037580877,Frozen Foods,162.7,OUT049,1999,Medium,Tier 2,Supermarket Type1,4275.7676,14.3
DRH03,17.25,Low Fat,0.035064318,Dairy,92.4,OUT046,1997,Small,Tier1,Supermarket Type1,1304.968,12
NCM29,11.5,Low Fat,0.017678008,Health and Hygiene,129.3,OUT045,2002,,,Supermarket Type1,1705.1138,12.9
FDR58,6.675,Low Fat,0.041986639,Snack Foods,93.2,OUT049,1999,Medium,Tier 2,Supermarket Type1,1480.7392,14.4
FDY50,5.8,Low Fat,0.130955811,Dairy,90.3,OUT046,1997,Small,Tier1,Supermarket Type1,1338.258,14
FDE16,8.895,Low Fat,0.026492726,Frozen Foods,208.5,OUT017,2007,,,Supermarket Type1,6251.862,14.3
NCE31,7.67,Low Fat,0.185130961,Household,32.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,588.5672,14.3
FDE53,10.895,Low Fat,0.026934673,Frozen Foods,106.1,OUT045,2002,,,Supermarket Type1,319.584,13.8
DRK11,8.21,Low Fat,0,Hard Drinks,148.2,OUT045,2002,,,Supermarket Type1,1491.392,13.1
DRH13,8.575,Low Fat,0.023866079,Soft Drinks,107.1,OUT013,1987,High,Tier 3,Supermarket Type1,958.752,13.4
FDA11,7.75,Low Fat,0.043414959,Baking Goods,93.1,OUT018,2009,Medium,Tier 2,Supermarket Type2,1418.154,14.2
DRL35,0,Low Fat,0.030554947,Hard Drinks,41.9,OUT027,1985,Medium,Tier 2,Supermarket Type3,1125.202,14
DRF36,0,Low Fat,0.023463124,Soft Drinks,190.7,OUT027,1985,Medium,Tier 2,Supermarket Type3,9554.23,7.6
FDI07,12.35,Regular,0.033951827,Meat,197.2,OUT017,2007,,,Supermarket Type1,2966.139,14.7
FDI32,17.7,Low Fat,0.174228338,Fruits and Vegetables,117.2,OUT013,1987,High,Tier 3,Supermarket Type1,691.1004,14.1
DRL60,8.52,Low Fat,0.027169589,Soft Drinks,151.1,OUT018,2009,Medium,Tier 2,Supermarket Type2,1829.6184,13.6
NCY17,18.2,Low Fat,0.1630653,Health and Hygiene,43.3,OUT035,2004,Small,Tier1,Supermarket Type1,758.3462,7.6
DRH36,0,Low Fat,0.058444176,Soft Drinks,73.1,OUT019,1985,Small,Tier1,Grocery Store,223.7088,14
FDX02,16,Low Fat,0.057049301,Dairy,225.9,OUT035,2004,Small,Tier1,Supermarket Type1,1350.2424,12.5
FDG46,8.63,Regular,0.032960823,Snack Foods,115.1,OUT049,1999,Medium,Tier 2,Supermarket Type1,1366.2216,8.8
FDM60,10.8,Regular,0,Baking Goods,40.7,OUT017,2007,,,Supermarket Type1,406.138,13.7
FDJ22,18.75,Low Fat,0.053025371,Snack Foods,192.6,OUT018,2009,Medium,Tier 2,Supermarket Type2,2109.2544,13.2
FDU59,5.78,Low Fat,0.096306016,Breads,162,OUT013,1987,High,Tier 3,Supermarket Type1,2111.9176,14.1
FDL38,13.8,Regular,0.014762987,Canned,90.7,OUT045,2002,,,Supermarket Type1,1338.258,14.1
FDZ23,17.75,Regular,0.067446626,Baking Goods,184.7,OUT013,1987,High,Tier 3,Supermarket Type1,1677.816,14
FDX52,11.5,Regular,0.042173667,Frozen Foods,194.7,OUT018,2009,Medium,Tier 2,Supermarket Type2,2316.984,12.9
NCB42,11.8,LF,0.008578539,Health and Hygiene,117.6,OUT045,2002,,,Supermarket Type1,1158.492,13.9
NCU18,15.1,Low Fat,0.056155909,Household,140.5,OUT017,2007,,,Supermarket Type1,2681.8424,10.8
FDI32,0,Low Fat,0.305305397,Fruits and Vegetables,116.7,OUT019,1985,Small,Tier1,Grocery Store,460.7336,13.7
DRZ11,8.85,Regular,0.112571187,Soft Drinks,122,OUT013,1987,High,Tier 3,Supermarket Type1,1609.9044,13.6
NCL54,12.6,Low Fat,0.083221904,Household,174.5,OUT017,2007,,,Supermarket Type1,2626.581,14.1
FDS19,13.8,Regular,0.064195136,Fruits and Vegetables,75.8,OUT035,2004,Small,Tier1,Supermarket Type1,1138.518,14.2
DRB13,6.115,Regular,0.007055292,Soft Drinks,188.7,OUT049,1999,Medium,Tier 2,Supermarket Type1,3605.307,10.8
DRI51,17.25,Low Fat,0.070703828,Dairy,170.4,OUT010,1998,,,Grocery Store,343.5528,13.5
FDS57,0,Low Fat,0.102941345,Snack Foods,142,OUT027,1985,Medium,Tier 2,Supermarket Type3,2719.793,12.7
FDT39,6.26,Regular,0.009887927,Meat,150.7,OUT045,2002,,,Supermarket Type1,2418.1856,14.1
FDH48,13.5,Low Fat,0.101231721,Baking Goods,86.3,OUT010,1998,,,Grocery Store,173.108,14.2
NCB18,19.6,Low Fat,0.069112952,Household,90.2,OUT010,1998,,,Grocery Store,442.757,14.5
FDR25,0,Regular,0.138846289,Canned,263.8,OUT027,1985,Medium,Tier 2,Supermarket Type3,1324.942,13.4
FDV21,11.5,Low Fat,0.171050595,Snack Foods,126.4,OUT035,2004,Small,Tier1,Supermarket Type1,3880.2824,13
DRH23,14.65,Low Fat,0,Hard Drinks,55,OUT049,1999,Medium,Tier 2,Supermarket Type1,552.614,11.8
FDS52,8.89,Low Fat,0.005496816,Frozen Foods,102.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,1012.016,13.5
NCC31,8.02,LF,0.033259081,Household,154.3,OUT010,1998,,,Grocery Store,1090.5804,12.1
FDU03,18.7,Regular,0.092095924,Meat,183.3,OUT017,2007,,,Supermarket Type1,2006.7212,14.5
FDG50,7.405,Low Fat,0.015295536,Canned,89.7,OUT049,1999,Medium,Tier 2,Supermarket Type1,547.2876,13.6
FDY31,5.98,Low Fat,0.043526599,Fruits and Vegetables,148.4,OUT013,1987,High,Tier 3,Supermarket Type1,2354.2688,14.5
FDX39,0,Regular,0.049435598,Meat,209.8,OUT027,1985,Medium,Tier 2,Supermarket Type3,5487.5236,14.7
FDE46,,Low Fat,0.027610698,Snack Foods,149.5,OUT019,1985,Small,Tier1,Grocery Store,604.5464,14.6
NCN29,15.2,Low Fat,0.012141036,Health and Hygiene,48.7,OUT045,2002,,,Supermarket Type1,680.4476,14.2
DRF13,12.1,Low Fat,0.029949818,Soft Drinks,146.3,OUT017,2007,,,Supermarket Type1,3773.7544,11.3
FDT46,,Low Fat,0.053939315,Snack Foods,52.1,OUT019,1985,Small,Tier1,Grocery Store,50.6008,13.4
FDS58,9.285,Regular,0,Snack Foods,161.6,OUT046,1997,Small,Tier1,Supermarket Type1,4653.2762,14.5
FDX52,,Regular,0.073541072,Frozen Foods,192.3,OUT019,1985,Small,Tier1,Grocery Store,386.164,13.9
FDP27,8.155,Low Fat,0.199935881,Meat,188.5,OUT010,1998,,,Grocery Store,379.506,14
FDX44,9.3,Low Fat,0.043033346,Fruits and Vegetables,89.4,OUT049,1999,Medium,Tier 2,Supermarket Type1,1159.8236,13.4
DRO35,13.85,Low Fat,0.034570357,Hard Drinks,117.4,OUT046,1997,Small,Tier1,Supermarket Type1,3243.7776,14.7
FDC59,16.7,Regular,0.054739692,Starchy Foods,65.7,OUT045,2002,,,Supermarket Type1,1086.5856,14.1
FDB12,11.15,Regular,0.105471384,Baking Goods,105.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,1973.4312,13.8
FDU26,16.7,Regular,0.042610897,Dairy,117.3,OUT035,2004,Small,Tier1,Supermarket Type1,715.0692,13.7
NCF30,17,Low Fat,0.126758324,Household,124.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,1132.5258,13.4
FDX20,7.365,Low Fat,0.042524835,Fruits and Vegetables,228.4,OUT013,1987,High,Tier 3,Supermarket Type1,4527.44,13.8
FDN02,16.5,Low Fat,0.073813788,Canned,207.3,OUT035,2004,Small,Tier1,Supermarket Type1,5383.6588,14.1
DRC27,13.8,Low Fat,0.097251621,Dairy,245.8,OUT010,1998,,,Grocery Store,245.6802,13.7
FDZ38,,Low Fat,0.014008751,Dairy,171.3,OUT019,1985,Small,Tier1,Grocery Store,862.211,14.5
DRH25,18.7,Low Fat,0.02442574,Soft Drinks,52.9,OUT010,1998,,,Grocery Store,51.9324,14.3
FDK21,7.905,Low Fat,0.010012319,Snack Foods,250.4,OUT046,1997,Small,Tier1,Supermarket Type1,3004.0896,13.3
FDT01,13.65,Regular,0.184454044,Canned,211.5,OUT049,1999,Medium,Tier 2,Supermarket Type1,4035.4138,12.9
FDZ09,17.6,Low Fat,0.105042025,Snack Foods,163.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,3111.9492,14.4
DRL37,15.5,Low Fat,0.053589594,Soft Drinks,44.2,OUT018,2009,Medium,Tier 2,Supermarket Type2,173.108,14.5
FDN49,17.25,Regular,0.125734578,Breakfast,41.7,OUT018,2009,Medium,Tier 2,Supermarket Type2,199.74,13.7
FDC22,6.89,Regular,0.136705075,Snack Foods,194.9,OUT045,2002,,,Supermarket Type1,4440.886,13.9
FDT33,7.81,Regular,0.03412912,Snack Foods,165.1,OUT018,2009,Medium,Tier 2,Supermarket Type2,1838.2738,14.4
NCB43,20.2,Low Fat,0.100319317,Household,188.7,OUT018,2009,Medium,Tier 2,Supermarket Type2,3367.6164,14
DRI25,,Low Fat,0.033737273,Soft Drinks,56.7,OUT027,1985,Medium,Tier 2,Supermarket Type3,607.8754,10.7
FDD21,10.3,Regular,0.030569229,Fruits and Vegetables,113.1,OUT046,1997,Small,Tier1,Supermarket Type1,4695.2216,13.7
FDS23,4.635,Low Fat,0.14086247,Breads,126.5,OUT035,2004,Small,Tier1,Supermarket Type1,1670.4922,14.4
FDS13,6.465,Low Fat,0.208397715,Canned,265.3,OUT010,1998,,,Grocery Store,264.9884,12.7
DRI03,,Low Fat,0.039751236,Dairy,176.9,OUT019,1985,Small,Tier1,Grocery Store,708.4112,14.5
FDU58,6.61,Regular,0,Snack Foods,186.5,OUT045,2002,,,Supermarket Type1,2993.4368,14.2
FDL09,,Regular,0.127416049,Snack Foods,167.5,OUT027,1985,Medium,Tier 2,Supermarket Type3,1006.6896,13.8
FDS12,9.1,Low Fat,0.291438755,Baking Goods,126.8,OUT010,1998,,,Grocery Store,125.8362,12.5
FDP03,5.15,Regular,0.06112617,Meat,122.5,OUT013,1987,High,Tier 3,Supermarket Type1,371.5164,14.6
FDI21,,Regular,0.056328717,Snack Foods,63.9,OUT027,1985,Medium,Tier 2,Supermarket Type3,1597.92,12.7
FDW45,18,Low Fat,0.03901099,Snack Foods,147.7,OUT046,1997,Small,Tier1,Supermarket Type1,4119.9704,11.3
NCA18,10.1,Low Fat,0.093862362,Household,115.9,OUT010,1998,,,Grocery Store,231.6984,14.6
FDN32,,Low Fat,0.015485016,Fruits and Vegetables,185.6,OUT027,1985,Medium,Tier 2,Supermarket Type3,4979.5182,13.9
FDR15,,Regular,0.033276066,Meat,153.8,OUT027,1985,Medium,Tier 2,Supermarket Type3,3723.1536,13.1
DRK11,8.21,Low Fat,0.010781158,Hard Drinks,149.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,1938.8096,14.5
DRG49,7.81,Low Fat,0.067730081,Soft Drinks,242.6,OUT018,2009,Medium,Tier 2,Supermarket Type2,2199.1374,14.1
FDD29,12.15,Low Fat,0.018410515,Frozen Foods,252.2,OUT046,1997,Small,Tier1,Supermarket Type1,2283.0282,13.6
FDE33,19.35,Regular,0.083079826,Fruits and Vegetables,80.4,OUT010,1998,,,Grocery Store,157.1288,13.4
FDJ58,15.6,Regular,0.176244038,Snack Foods,173.7,OUT010,1998,,,Grocery Store,515.3292,13.9
FDM46,7.365,Low Fat,0.160216552,Snack Foods,93.5,OUT049,1999,Medium,Tier 2,Supermarket Type1,1677.816,14.1
FDD23,9.5,Regular,0.048676324,Starchy Foods,187.8,OUT035,2004,Small,Tier1,Supermarket Type1,2057.9878,13.9
DRM35,,Low Fat,0.070103425,Hard Drinks,179.4,OUT027,1985,Medium,Tier 2,Supermarket Type3,5888.3352,13.8
DRC25,5.73,Low Fat,0.045556681,Soft Drinks,85.4,OUT018,2009,Medium,Tier 2,Supermarket Type2,1288.323,14.1
FDL36,15.1,Low Fat,0.076193763,Baking Goods,89.8,OUT049,1999,Medium,Tier 2,Supermarket Type1,2247.075,12.2
FDD41,6.765,Regular,0.087187488,Frozen Foods,105.5,OUT013,1987,High,Tier 3,Supermarket Type1,1567.959,14
FDV19,14.85,Regular,0.035311852,Fruits and Vegetables,161,OUT049,1999,Medium,Tier 2,Supermarket Type1,4813.734,12.7
FDR44,6.11,Regular,0.103080901,Fruits and Vegetables,131.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,1957.452,14.5
FDX50,20.1,Low Fat,0.075049323,Dairy,110.4,OUT017,2007,,,Supermarket Type1,1105.228,12.3
DRC25,5.73,Low Fat,0.045463871,Soft Drinks,85.3,OUT045,2002,,,Supermarket Type1,2061.3168,14.4
FDA15,,Low Fat,0.015944801,Dairy,249.5,OUT027,1985,Medium,Tier 2,Supermarket Type3,6474.2392,6.7
FDX22,6.785,Regular,0.022974812,Snack Foods,208.8,OUT046,1997,Small,Tier1,Supermarket Type1,5890.9984,14.6
FDJ50,8.645,Low Fat,0.021629781,Canned,52,OUT045,2002,,,Supermarket Type1,999.3658,12.9
FDT13,,Low Fat,0.032516546,Canned,188.8,OUT019,1985,Small,Tier1,Grocery Store,753.6856,12.4
FDN12,15.6,Low Fat,0.081036436,Baking Goods,112.4,OUT013,1987,High,Tier 3,Supermarket Type1,2572.6512,14.4
FDD58,7.76,LF,0.059472609,Snack Foods,98.8,OUT045,2002,,,Supermarket Type1,1298.31,14.6
FDM04,9.195,Regular,0.047081398,Frozen Foods,51.2,OUT013,1987,High,Tier 3,Supermarket Type1,1179.1318,13.3
FDA23,9.8,Low Fat,0.047260402,Baking Goods,102.8,OUT049,1999,Medium,Tier 2,Supermarket Type1,1922.8304,13.8
FDW28,18.25,LF,0.148673586,Frozen Foods,197.2,OUT010,1998,,,Grocery Store,195.7452,12
FDA45,21.25,Low Fat,0.156012631,Snack Foods,177.3,OUT018,2009,Medium,Tier 2,Supermarket Type2,2822.992,13.8
NCO26,7.235,Low Fat,0.077011493,Household,117.3,OUT045,2002,,,Supermarket Type1,1506.0396,10.9
FDV26,20.25,Regular,0.07614605,Dairy,197.1,OUT035,2004,Small,Tier1,Supermarket Type1,4681.9056,14.4
FDC50,,Low Fat,0.135836915,Canned,93.8,OUT027,1985,Medium,Tier 2,Supermarket Type3,3237.1196,13.1
NCV05,,Low Fat,0.030062224,Health and Hygiene,154.4,OUT027,1985,Medium,Tier 2,Supermarket Type3,2471.4496,14
FDW48,18,Low Fat,0.008575615,Baking Goods,80.3,OUT018,2009,Medium,Tier 2,Supermarket Type2,644.4944,13.9
FDS55,7.02,Low Fat,0.081096635,Fruits and Vegetables,148.5,OUT013,1987,High,Tier 3,Supermarket Type1,3563.3616,14.5
FDX32,15.1,Regular,0.100060762,Fruits and Vegetables,144.1,OUT045,2002,,,Supermarket Type1,2600.6148,14.1
FDC53,8.68,Low Fat,0.008834023,Frozen Foods,100,OUT035,2004,Small,Tier1,Supermarket Type1,2266.3832,13.2
FDG35,21.2,Regular,0.007069662,Starchy Foods,175.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,1911.5118,14.3
NCC30,16.6,Low Fat,0.046161923,Household,176.6,OUT010,1998,,,Grocery Store,356.8688,12.9
NCZ17,12.15,Low Fat,0.079592733,Health and Hygiene,37.4,OUT045,2002,,,Supermarket Type1,645.1602,14.6
FDZ56,16.25,Low Fat,0.025776994,Fruits and Vegetables,169.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,2863.6058,13.6
NCS05,11.5,Low Fat,0.020960615,Health and Hygiene,133.3,OUT013,1987,High,Tier 3,Supermarket Type1,2649.884,13.7
DRC25,,Low Fat,0,Soft Drinks,87.4,OUT027,1985,Medium,Tier 2,Supermarket Type3,1374.2112,13.6
FDW59,13.15,Low Fat,0.020715913,Breads,83.6,OUT046,1997,Small,Tier1,Supermarket Type1,1268.349,14.7
FDB36,5.465,Regular,0.048801674,Baking Goods,132.2,OUT017,2007,,,Supermarket Type1,1573.9512,14.3
FDT37,14.15,Low Fat,0,Canned,253.7,OUT045,2002,,,Supermarket Type1,5865.0322,13.5
FDG47,12.8,Low Fat,0.069605676,Starchy Foods,261.9,OUT035,2004,Small,Tier1,Supermarket Type1,4984.1788,13.8
FDM45,8.655,Regular,0.088373591,Snack Foods,119.4,OUT045,2002,,,Supermarket Type1,1454.1072,14.7
FDQ40,,Regular,0.035853059,Frozen Foods,176.9,OUT027,1985,Medium,Tier 2,Supermarket Type3,3691.1952,13.9
FDF34,9.3,Regular,0.01404119,Snack Foods,199.1,OUT049,1999,Medium,Tier 2,Supermarket Type1,396.8168,14
FDP24,20.6,Low Fat,0.083473583,Baking Goods,120.9,OUT017,2007,,,Supermarket Type1,1211.756,14.1
FDT55,,Regular,0.076434542,Fruits and Vegetables,155.9,OUT019,1985,Small,Tier1,Grocery Store,473.3838,14.3
FDH60,19.7,reg,0.08073703,Baking Goods,197,OUT046,1997,Small,Tier1,Supermarket Type1,3338.987,12.7
FDF57,14.5,Regular,0,Fruits and Vegetables,169.6,OUT035,2004,Small,Tier1,Supermarket Type1,2045.3376,12.6
NCX29,10,Low Fat,0.089152528,Health and Hygiene,147.7,OUT046,1997,Small,Tier1,Supermarket Type1,437.4306,14.2
FDD34,7.945,Low Fat,0.015863075,Snack Foods,161.8,OUT013,1987,High,Tier 3,Supermarket Type1,2446.815,14.3
FDQ15,20.35,Regular,0.151308326,Meat,81.7,OUT049,1999,Medium,Tier 2,Supermarket Type1,2030.69,14
FDL12,15.85,Regular,0.121609722,Baking Goods,60.2,OUT035,2004,Small,Tier1,Supermarket Type1,539.298,14.5
FDS22,16.85,Regular,0.023135131,Snack Foods,44.8,OUT013,1987,High,Tier 3,Supermarket Type1,703.0848,11.9
